Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Quercus alba,0.087,Med,Sterile,Sterile,Sterilized,EMF,2.0,3.21,19.19,19.05,7.0,24.5,0,Summer,0.0,0
Quercus alba,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,16.0,3.82,18.49,20.93,7.0,24.5,0,Monsoon,2.3978952727983707,0
Acer saccharum,0.087,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,14.72,-0.08,13.88,12.21,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.082,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,22.0,2.65,26.05,11.46,7.0,24.5,0,Summer,0.0,0
Quercus alba,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,12.0,5.34,20.74,19.02,7.0,24.5,0,Summer,3.3867603338643857,0
Acer saccharum,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,19.14,-0.09,13.75,12.02,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.087,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,16.0,0.61,13.34,12.58,7.0,24.5,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.078,Med,Sterile,Sterile,Sterilized,AMF,2.0,0.17,9.97,14.83,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.078,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,31.0,2.46,27.08,9.94,7.0,24.5,0,Summer,4.110873864173311,0
Quercus alba,0.097,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.71,4.24,19.0,23.37,33.0,115.5,0,Summer,3.680847282416672,0
Quercus alba,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,27.93,4.97,19.41,20.57,33.0,115.5,0,Summer,3.512440560478137,0
Acer saccharum,0.079,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.89,-0.03,14.04,12.55,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.097,Med,Sterile,Sterile,Sterilized,EMF,8.78,3.5,24.34,15.47,21.0,73.5,1,Summer,2.069391205826334,0
Quercus rubra,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,22.17,3.55,26.7,14.45,33.0,115.5,0,Summer,3.2880286835565173,0
Acer saccharum,0.083,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.7,-0.03,13.97,12.54,17.0,59.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.079,Med,Sterile,Sterile,Sterilized,AMF,12.0,-0.05,11.92,11.73,7.0,24.5,0,Summer,3.3575937441800234,0
Prunus serotina,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,29.89,0.37,9.21,11.48,18.0,63.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,0.0,4.97,25.04,15.64,7.0,24.5,0,Summer,2.727199019940971,0
Quercus alba,0.079,Med,Quercus alba,Non-Sterile,Conspecific,EMF,26.0,4.92,23.34,16.81,7.0,24.5,0,Summer,4.110873864173311,0
Quercus rubra,0.097,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,21.42,3.67,26.32,14.7,33.0,115.5,0,Summer,3.7764323511217976,0
Quercus alba,0.083,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,22.69,5.07,20.06,20.32,33.0,115.5,0,Summer,3.6908774567766094,0
Quercus alba,0.083,Med,Quercus alba,Non-Sterile,Conspecific,EMF,11.48,5.02,23.06,16.79,23.0,80.5,1,Summer,3.6625354787743354,0
Quercus rubra,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,18.91,3.76,20.89,17.96,33.0,115.5,0,Summer,3.4544221428994533,0
Quercus rubra,0.097,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,28.86,3.82,26.8,14.74,19.0,66.5,1,Summer,3.768845235751818,0
Quercus alba,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,18.38,4.88,18.46,22.01,33.0,115.5,0,Summer,3.130263166511597,0
Prunus serotina,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,29.89,0.37,9.21,11.48,17.0,59.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.078,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,31.87,0.35,7.92,11.1,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,18.0,3.5,24.44,12.56,7.0,24.5,0,Summer,0.0,0
Acer saccharum,0.079,Med,Sterile,Sterile,Sterilized,AMF,7.0,-0.18,13.3,12.34,7.0,24.5,0,Summer,3.3575937441800234,0
Prunus serotina,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,29.89,0.37,9.21,11.48,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,27.93,4.97,19.41,20.57,33.0,115.5,0,Summer,3.512440560478137,0
Prunus serotina,0.078,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,34.76,0.46,8.54,11.6,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.078,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,15.86,-0.2,13.81,11.98,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.083,Med,Sterile,Sterile,Sterilized,EMF,1.11,2.98,18.78,19.02,33.0,115.5,0,Summer,0.8064758658669485,0
Quercus alba,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,5.0,4.44,13.63,22.3,7.0,24.5,0,Summer,2.444952334280968,0
Quercus alba,0.097,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,15.66,5.23,21.28,18.19,20.0,70.0,1,Summer,3.621938048360055,0
Acer saccharum,0.079,Med,Sterile,Sterile,Sterilized,AMF,5.0,-0.1,9.4,9.46,7.0,24.5,0,Summer,3.3575937441800234,0
Acer saccharum,0.078,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,20.04,0.26,14.45,11.93,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,35.48,0.4,7.81,11.26,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,15.54,-0.19,13.75,11.94,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.079,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,25.54,0.66,9.22,11.87,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,13.0,3.49,26.57,8.32,7.0,24.5,0,Summer,3.362802993674844,0
Quercus alba,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,21.0,4.97,18.29,22.22,7.0,24.5,0,Summer,0.0,0
Acer saccharum,0.078,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,22.59,-0.72,14.06,12.18,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,22.17,3.55,26.7,14.45,33.0,115.5,0,Summer,3.2880286835565173,0
Quercus rubra,0.079,Med,Sterile,Sterile,Sterilized,EMF,0.0,3.23,24.96,13.41,7.0,24.5,0,Summer,0.0,0
Quercus alba,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,12.0,4.76,23.42,16.15,7.0,24.5,0,Summer,0.0,0
Prunus serotina,0.078,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,25.41,0.65,9.28,11.93,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.071,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,11.88,-0.04,11.0,11.2,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.079,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,19.56,0.26,14.14,11.89,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,7.0,3.56,26.33,15.14,7.0,24.5,0,Summer,3.5729072778615154,0
Quercus alba,0.079,Med,Quercus alba,Non-Sterile,Conspecific,EMF,22.0,3.54,25.94,12.25,7.0,24.5,0,Monsoon,3.620600613360642,0
Quercus rubra,0.079,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,15.96,3.57,25.75,14.62,7.0,24.5,1,Summer,3.4255647381104497,0
Quercus rubra,0.071,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,26.0,3.89,23.43,16.39,7.0,24.5,0,Summer,0.0,0
Prunus serotina,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,57.98,0.57,5.4,6.1,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,18.38,4.88,18.46,22.01,33.0,115.5,0,Summer,3.130263166511597,0
Quercus rubra,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,17.64,3.44,22.85,16.6,33.0,115.5,0,Summer,3.582963228522387,0
Quercus rubra,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,17.64,3.44,22.85,16.6,33.0,115.5,0,Summer,3.582963228522387,0
Quercus rubra,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,13.0,3.64,22.98,16.12,7.0,24.5,0,Summer,0.0,0
Quercus rubra,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,27.0,3.64,19.3,18.91,7.0,24.5,0,Summer,2.0515563381903004,0
Quercus alba,0.073,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,7.0,4.69,22.94,16.63,7.0,24.5,0,Summer,2.995732273553991,0
Quercus alba,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,19.0,4.92,19.29,21.67,7.0,24.5,0,Summer,3.899747974552533,0
Quercus alba,0.076,Med,Sterile,Sterile,Sterilized,EMF,6.0,2.83,22.75,16.24,7.0,24.5,0,Summer,0.0,0
Quercus rubra,0.082,Med,Sterile,Sterile,Sterilized,EMF,4.09,3.3,24.98,14.45,33.0,115.5,0,Summer,2.110213200346589,0
Acer saccharum,0.076,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,18.16,-0.15,10.32,10.73,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.073,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,11.0,3.58,19.82,19.21,7.0,24.5,0,Summer,3.42816382989197,0
Acer saccharum,0.118,Med,Sterile,Sterile,Sterilized,AMF,8.38,0.14,10.63,11.53,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus rubra,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,19.0,2.9,24.53,12.62,7.0,24.5,0,Summer,2.8069901489571136,0
Quercus rubra,0.073,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,15.0,3.7,22.76,16.8,7.0,24.5,0,Summer,2.8207834710894493,0
Quercus rubra,0.1,Med,Sterile,Sterile,Sterilized,EMF,8.35,3.51,24.68,15.09,33.0,115.5,0,Summer,1.6770965609079151,0
Quercus rubra,0.073,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,19.0,2.69,32.21,9.85,7.0,24.5,0,Summer,1.6428726885203375,0
Quercus rubra,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,17.88,3.55,26.87,14.48,19.0,66.5,1,Summer,3.4452142670789296,0
Quercus alba,0.118,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,22.62,5.22,18.79,24.0,21.0,73.5,1,Summer,3.339676525013905,0
Quercus alba,0.1,Med,Quercus alba,Non-Sterile,Conspecific,EMF,15.82,4.97,23.32,16.81,21.0,73.5,1,Summer,3.596490004820589,0
Quercus alba,0.1,Med,Sterile,Sterile,Sterilized,EMF,10.91,3.77,18.81,21.58,19.0,66.5,1,Summer,2.683074215032033,0
Prunus serotina,0.076,Med,Sterile,Sterile,Sterilized,AMF,1.0,0.23,7.67,10.42,7.0,24.5,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.082,Med,Sterile,Sterile,Sterilized,AMF,10.58,-0.03,12.92,12.57,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus alba,0.082,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,23.53,5.01,19.39,20.67,20.0,70.0,1,Summer,3.654546775033431,0
Prunus serotina,0.073,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,30.16,0.55,4.97,6.92,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.082,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,14.95,3.6,25.81,14.58,17.0,59.5,1,Summer,3.440097530619712,0
Acer saccharum,0.076,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,15.55,-0.04,13.43,12.19,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.076,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,35.51,0.44,5.22,7.05,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.076,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,28.0,3.79,26.79,14.46,7.0,24.5,0,Summer,0.0,0
Quercus alba,0.076,Med,Sterile,Sterile,Sterilized,EMF,0.0,3.41,23.55,15.44,7.0,24.5,0,Summer,0.0,0
Quercus alba,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,17.0,4.91,21.39,18.0,7.0,24.5,0,Summer,3.7393348976024297,0
Quercus alba,0.076,Med,Quercus alba,Non-Sterile,Conspecific,EMF,9.0,4.81,23.69,16.19,7.0,24.5,0,Summer,3.746676552840153,0
Prunus serotina,0.073,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,21.77,0.31,5.09,6.89,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.073,Low,Sterile,Sterile,Sterilized,AMF,11.31,0.25,6.04,10.08,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.1,Med,Sterile,Sterile,Sterilized,EMF,10.91,3.77,18.81,21.58,33.0,115.5,0,Summer,2.683074215032033,0
Quercus rubra,0.1,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,19.52,3.83,21.37,17.78,33.0,115.5,0,Summer,3.0791538816930637,0
Prunus serotina,0.073,Low,Sterile,Sterile,Sterilized,AMF,11.31,0.25,6.04,10.08,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,16.39,4.82,17.99,21.76,33.0,115.5,0,Summer,2.823757008814181,0
Quercus rubra,0.076,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,21.0,2.53,24.31,11.6,7.0,24.5,0,Summer,2.5289235352047745,0
Quercus rubra,0.076,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,12.0,3.86,19.48,19.29,7.0,24.5,0,Summer,3.3203487937988347,0
Acer saccharum,0.1,Med,Sterile,Sterile,Sterilized,AMF,7.0,0.08,12.48,12.24,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus alba,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.35,4.15,18.88,23.37,19.0,66.5,1,Summer,3.414771501689273,0
Quercus rubra,0.1,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,29.07,3.81,26.63,14.74,33.0,115.5,0,Summer,3.662278772316757,0
Quercus alba,0.082,Med,Sterile,Sterile,Sterilized,EMF,0.72,2.87,19.49,17.79,23.0,80.5,1,Summer,0.5247285289349821,0
Quercus rubra,0.073,Low,Sterile,Sterile,Sterilized,EMF,5.0,3.34,23.66,15.59,7.0,24.5,0,Summer,0.0,0
Acer saccharum,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,14.49,0.0,10.39,10.83,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.082,Med,Sterile,Sterile,Sterilized,AMF,10.58,-0.03,12.92,12.57,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus rubra,0.1,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,29.07,3.81,26.63,14.74,21.0,73.5,1,Summer,3.662278772316757,0
Quercus alba,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.35,4.15,18.88,23.37,33.0,115.5,0,Summer,3.414771501689273,0
Quercus rubra,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,16.0,3.96,22.76,17.22,7.0,24.5,0,Summer,4.313212318673522,0
Quercus alba,0.076,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,21.0,4.41,21.5,17.62,7.0,24.5,0,Summer,3.633366744183677,0
Quercus rubra,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,19.2,3.72,20.64,18.29,33.0,115.5,0,Summer,3.403860499081639,0
Prunus serotina,0.086,Med,Sterile,Sterile,Sterilized,AMF,0.0,0.19,7.39,11.24,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.082,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,20.54,3.79,26.87,14.81,33.0,115.5,0,Summer,3.851423383299216,0
Quercus alba,0.086,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,0.0,4.86,25.77,14.43,7.0,24.5,0,Summer,3.414771501689273,0
Quercus rubra,0.086,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,32.0,3.7,19.15,20.01,7.0,24.5,0,Summer,3.838376465259848,0
Quercus alba,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.35,4.15,18.88,23.37,33.0,115.5,0,Monsoon,3.414771501689273,0
Quercus alba,0.098,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,16.0,3.97,18.39,22.39,7.0,24.5,0,Summer,3.781002742989742,0
Prunus serotina,0.086,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,35.87,0.72,10.36,13.55,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.082,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,27.5,4.84,17.84,21.92,33.0,115.5,0,Summer,3.0525850851467737,0
Quercus rubra,0.086,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,17.0,3.8,21.03,18.26,7.0,24.5,0,Summer,3.4735180432417816,0
Acer saccharum,0.086,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,15.37,-0.03,13.92,12.05,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.1,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,11.18,5.24,21.72,17.86,33.0,115.5,0,Summer,3.752558230777119,0
Quercus alba,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,16.76,4.48,17.56,23.24,33.0,115.5,0,Summer,3.054944133185837,0
Prunus serotina,0.098,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,19.52,0.35,9.6,11.9,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,20.73,2.58,24.61,11.98,33.0,115.5,0,Summer,2.6108048166633746,0
Prunus serotina,0.098,Med,Sterile,Sterile,Sterilized,AMF,0.0,0.07,4.95,9.48,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.098,Med,Sterile,Sterile,Sterilized,EMF,12.0,3.72,19.39,19.64,7.0,24.5,0,Summer,3.044522437723423,0
Acer saccharum,0.098,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,16.32,-0.05,13.42,12.12,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.098,Med,Sterile,Sterile,Sterilized,AMF,7.0,0.1,11.7,11.99,7.0,24.5,0,Summer,3.3575937441800234,0
Acer saccharum,0.098,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.56,0.05,14.23,12.65,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.098,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.56,0.05,14.23,12.65,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.1,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,12.86,4.67,17.64,23.98,33.0,115.5,0,Summer,3.1488824530476656,0
Acer saccharum,0.1,Med,Sterile,Sterile,Sterilized,AMF,7.0,0.08,12.48,12.24,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus alba,0.1,Med,Quercus alba,Non-Sterile,Conspecific,EMF,15.82,4.97,23.32,16.81,21.0,73.5,1,Summer,3.596490004820589,0
Quercus alba,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,0.0,4.51,26.25,14.48,7.0,24.5,0,Summer,2.546315277916644,0
Quercus rubra,0.086,Med,Sterile,Sterile,Sterilized,EMF,5.0,3.4,25.05,14.59,7.0,24.5,0,Summer,1.6094379124341005,0
Quercus rubra,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,17.88,3.55,26.87,14.48,33.0,115.5,0,Summer,3.4452142670789296,0
Quercus rubra,0.098,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,62.62,3.86,28.11,15.44,7.0,24.5,0,Summer,0.9516578757114464,0
Quercus rubra,0.08,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,21.82,3.78,23.36,16.67,33.0,115.5,0,Summer,3.195811885269649,0
Quercus alba,0.08,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.95,4.48,17.42,23.36,33.0,115.5,0,Summer,3.054001181677967,0
Quercus rubra,0.08,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,22.83,2.55,24.77,11.85,33.0,115.5,0,Summer,2.733067964077498,0
Quercus rubra,0.08,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,18.22,2.6,25.01,11.7,33.0,115.5,0,Summer,1.951608170169951,0
Prunus serotina,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,29.94,0.56,10.76,13.39,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.098,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,41.0,3.33,24.86,14.96,7.0,24.5,0,Summer,3.4790839203192268,0
Acer saccharum,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,14.91,-0.15,13.51,12.15,18.0,63.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,17.26,0.28,10.99,13.42,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.103,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,19.39,3.68,26.01,14.74,21.0,73.5,1,Summer,3.774598329516474,0
Acer saccharum,0.077,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,22.36,0.3,13.4,11.79,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.098,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,39.62,0.66,10.16,13.38,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,9.0,3.74,19.47,19.99,7.0,24.5,0,Summer,3.1166215908294443,0
Quercus alba,0.08,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,15.97,4.82,18.18,21.73,33.0,115.5,0,Summer,3.054001181677967,0
Quercus alba,0.103,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,10.58,5.25,22.16,17.68,33.0,115.5,0,Summer,3.7644506409610106,0
Acer saccharum,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,14.91,-0.15,13.51,12.15,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,24.43,0.17,10.4,14.0,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.103,Med,Sterile,Sterile,Sterilized,EMF,8.0,3.88,24.07,15.67,7.0,24.5,0,Summer,0.0,0
Acer saccharum,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.84,0.03,14.25,12.72,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,17.0,3.58,20.32,18.43,7.0,24.5,0,Summer,3.332204510175204,0
Quercus alba,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,20.82,4.96,18.89,22.79,33.0,115.5,0,Summer,3.4756862336528944,0
Acer saccharum,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,14.91,-0.15,13.51,12.15,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,13.47,0.17,14.14,12.12,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.08,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,17.08,3.85,18.1,20.73,33.0,115.5,0,Summer,2.9575110607337933,0
Quercus alba,0.091,Med,Sterile,Sterile,Sterilized,EMF,3.0,3.33,17.83,21.32,7.0,24.5,0,Summer,0.0,0
Quercus rubra,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,26.0,3.7,17.59,21.32,7.0,24.5,0,Summer,1.534714366238164,0
Quercus alba,0.08,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,15.97,4.82,18.18,21.73,33.0,115.5,0,Summer,3.054001181677967,0
Quercus alba,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,8.0,4.59,17.58,27.95,7.0,24.5,0,Summer,0.0,0
Prunus serotina,0.103,Med,Sterile,Sterile,Sterilized,AMF,11.12,0.08,7.77,11.71,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,13.47,0.17,14.14,12.12,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,41.12,0.78,10.16,13.45,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,13.47,0.17,14.14,12.12,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,10.0,5.16,22.73,17.47,7.0,24.5,0,Monsoon,3.987872317711584,0
Acer saccharum,0.091,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,20.57,0.47,14.19,12.4,7.0,24.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.091,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,36.76,0.59,9.57,11.67,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,14.82,-0.1,13.59,12.2,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,17.0,2.79,26.38,10.07,7.0,24.5,0,Summer,2.5649493574615367,0
Prunus serotina,0.091,Med,Sterile,Sterile,Sterilized,AMF,3.0,0.15,6.79,11.07,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.091,Med,Sterile,Sterile,Sterilized,EMF,4.0,3.6,23.7,15.84,7.0,24.5,0,Summer,1.912501086924184,0
